,Unnamed: 0,sha256,time,datasets
4410,4410.0,b99731e96a4be49144296b975fc3f27f71f0265d1e929c02f60c01d668f20f5c,2012-08-09 18:02:56,"(2012-08-01, 2013-01-01]"
4414,4414.0,11101455d2e0125fa607caf49f1d1a7b2bc6bbc509ae24fa780f05b1d7a5041d,2012-10-19 13:11:34,"(2012-08-01, 2013-01-01]"
4431,4431.0,0382e9e9eb48d1d45ab38e782c11d35879b23f2cb1209e30c207517809d1b757,2012-10-29 16:34:30,"(2012-08-01, 2013-01-01]"
4433,4433.0,2a7fbfb83994bdcd92dc73f70694b615f8c01304f2fbaeb7b950609ef547de2c,2012-09-28 10:04:08,"(2012-08-01, 2013-01-01]"
4437,4437.0,a75398263f94b536191bda6d7c8006031885214e408fbefa70a5c2c44c0c24b6,2012-09-01 23:47:58,"(2012-08-01, 2013-01-01]"
4441,4441.0,112c84c1bfdb894728a5fcddffde91d579dda07d40eab3ba1282ef9e764a2184,2012-12-05 23:24:06,"(2012-08-01, 2013-01-01]"
4451,4451.0,0397856520491f2eb18a2ae06d5d4919a52478956ddfae43defd96b998717a44,2012-10-20 13:48:04,"(2012-08-01, 2013-01-01]"
4463,4463.0,cab88eff2ba78a625ac2519e9b1967ea4caa4a5d6417249a8207f565378aa3ae,2012-10-03 15:24:36,"(2012-08-01, 2013-01-01]"
4485,4485.0,11bf265e08546e8fa4329345c187a0facc54d604efe2a76b1fc442329bf6d5b2,2012-09-19 16:23:18,"(2012-08-01, 2013-01-01]"
4505,4505.0,fa92552e2d9d1e366537192b7eb542c3191435a6ada22d9bda92c39db3c2c4b9,2012-12-17 13:03:22,"(2012-08-01, 2013-01-01]"
4507,4507.0,03556eb5bc69b827826ece0b9a58c974472c439680b917971630b6b0c90a9eb1,2012-11-08 16:56:50,"(2012-08-01, 2013-01-01]"
4517,4517.0,0434c07ea36489576f34258e34b05a96eede97f9b501bb431f278b5e8be31e9f,2012-10-04 08:43:28,"(2012-08-01, 2013-01-01]"
4520,4520.0,d50d1ea2107919696142313cc5a8745abab61255cdd16899f8e79627d3fb2e20,2012-12-30 18:51:40,"(2012-08-01, 2013-01-01]"
4523,4523.0,120c064d071f4eb632a84145e8ae9388bac6814819b1eed3e887ca6da38427ee,2012-10-17 15:34:58,"(2012-08-01, 2013-01-01]"
4530,4530.0,4d59ce8bd2da7d57546c50998c20ec0b9bf3b52edef3a61a6eb8a498b4e2f590,2012-08-05 03:12:14,"(2012-08-01, 2013-01-01]"
4536,4536.0,11e8cba26d1a833809c8616147fe2565b530daf58c506e52f7b1c09d810eb5fd,2012-08-30 16:39:54,"(2012-08-01, 2013-01-01]"
4542,4542.0,117eac8cb16ef13f5f640010545a9097d76fc6ad210fdddbf22486c3595b8631,2012-10-19 14:04:44,"(2012-08-01, 2013-01-01]"
4544,4544.0,11af49186fd7c170cd5e28bc8b6e32784a269d6860ecb455c23bd01f3fb98409,2012-10-16 12:52:24,"(2012-08-01, 2013-01-01]"
4549,4549.0,1182a46194b1f7e3a770ed65460a3d258b899a958d2e288f89f1c75793ee0c08,2012-11-22 11:08:30,"(2012-08-01, 2013-01-01]"
4553,4553.0,472849848c0b3309afdff04910cf22706622a9e82ac58936bc997ab6c4ca663a,2012-09-13 14:46:26,"(2012-08-01, 2013-01-01]"
4567,4567.0,3869e65fac2ee4748804045e59022c7c742709a97dcc3e59644bcd251261c4f8,2012-12-02 14:42:12,"(2012-08-01, 2013-01-01]"
4568,4568.0,937552987a1e1644e1a02c97e7d47d29b2e56c9e2bc7ab6c8a680177c390a94d,2012-09-28 09:46:12,"(2012-08-01, 2013-01-01]"
4573,4573.0,11a4ad216588a837adc0babef5e0d81ad9e861c3a0596b0a3918479790ff5451,2012-10-04 22:03:06,"(2012-08-01, 2013-01-01]"
4600,4600.0,11614ab07fdbe81f95e5c0ce10ace93f875be312771b343e22817d8b2d406fe6,2012-10-24 22:15:34,"(2012-08-01, 2013-01-01]"
4610,4610.0,3f11330f458f4abbfa3c005a4081923faf55feb1306d92ad5548a9ba46753e27,2012-10-16 13:47:52,"(2012-08-01, 2013-01-01]"
4611,4611.0,8896e09cb0ee4b7ad170f871f1de172c17dfceac52479a0632372af235aa54b5,2012-08-23 17:48:48,"(2012-08-01, 2013-01-01]"
4614,4614.0,11f7666b7bbf628f1e9172842571deb27dc30834663e290c092d95645ffdf4a0,2012-09-11 17:36:26,"(2012-08-01, 2013-01-01]"
4629,4629.0,03edac574bf24eb886345b22bc85d7ab94c3d49d0c05cd3dde1d8b9592232b03,2012-12-12 18:16:14,"(2012-08-01, 2013-01-01]"
4636,4636.0,11a43dd0bd3d8da6c1fffe1dcbf72f4196ee56a5b2db3f5b48f915d981c90105,2012-10-12 20:40:04,"(2012-08-01, 2013-01-01]"
4637,4637.0,0371caaaa87a6fdf3b9abede17c6b8ebf98cd67a4ebfd7ed52c784ed8c8d9519,2012-11-05 11:31:34,"(2012-08-01, 2013-01-01]"
4642,4642.0,031d90994dcbad2e455d6c20de8a632b06f10383066e6579f46eeac13f73da47,2012-09-28 19:58:54,"(2012-08-01, 2013-01-01]"
4648,4648.0,121b2826987fb7d5f3155e78d9e93bbfb58c4e05e7274c82417b0fec9911ece2,2012-11-20 13:49:16,"(2012-08-01, 2013-01-01]"
4654,4654.0,e0bbac3e61b667a2386770afe0838ae195f5547657eb23d1c6e059fdeadc86e1,2012-11-21 08:42:30,"(2012-08-01, 2013-01-01]"
4658,4658.0,11f19cf17eef5b2c34598f2a64aaadd05329aa3db1499cc440e512fe2d3b85ff,2012-08-31 12:03:46,"(2012-08-01, 2013-01-01]"
4683,4683.0,03f1af044d687ad435f791092cf9a3071b5288741f03a285cd2214c610896e5c,2012-11-09 12:40:48,"(2012-08-01, 2013-01-01]"
4693,4693.0,123442af87bd44bb17de7b6ef6b8e0ee88a431db53f35b06b5de1276a0df345f,2012-10-01 02:13:10,"(2012-08-01, 2013-01-01]"
4706,4706.0,7ccb5a951ce5652e04208cf86623ae22638d74f9fcc1f0ed1e5bf45964549e44,2012-10-18 04:24:36,"(2012-08-01, 2013-01-01]"
4720,4720.0,0399243f575c90a2e773b3a1410b8f0ef2f116f507f7ab6a9a11adcfe34ef47b,2012-08-29 08:54:26,"(2012-08-01, 2013-01-01]"
4724,4724.0,03eefbb35bd55a4c7b53181474bf97326a30656f84fd820bcc935991a7b16cfc,2012-11-20 13:09:48,"(2012-08-01, 2013-01-01]"
4725,4725.0,03042b93d1977cc32f132e3d3834a620a6267b80fb222c31e431801615d662c6,2012-10-10 16:13:08,"(2012-08-01, 2013-01-01]"
4737,4737.0,03db44827dc3d696ff3c22a655e86804e5a94a20bdbf634005615606a8d1b3f3,2012-12-18 00:53:38,"(2012-08-01, 2013-01-01]"
4738,4738.0,112885479bdf4be37a3e5d142f641e752166fe78af4b05192d881c088893b585,2012-09-14 13:42:50,"(2012-08-01, 2013-01-01]"
4739,4739.0,03f249f3f691636037bb88ea2fd528a68f37739b08ffcbcd024e224b15af91ad,2012-09-07 11:54:06,"(2012-08-01, 2013-01-01]"
4746,4746.0,f1b1b7fffe7c5c521db4d0df41796ad5440f14b604476ad0e200c251e5fa2bac,2012-08-15 19:29:20,"(2012-08-01, 2013-01-01]"
4768,4768.0,11b20f8a6eb117b84dfee322452009ac364e2f29bb915bcbc74e2d9516e4430d,2012-08-17 08:36:04,"(2012-08-01, 2013-01-01]"
4771,4771.0,11d88a9814ad37a2fe39bfc3627b83b7dbebb40436ecf01bb50201b45120ba42,2012-12-10 21:03:38,"(2012-08-01, 2013-01-01]"
4792,4792.0,97b28ebab94ae659241ac3b4be4ebb57c5abb84764e1eeb9937d6a9bd499460d,2012-10-17 11:03:52,"(2012-08-01, 2013-01-01]"
4793,4793.0,03df812de5c0390d635610bc3e286468eb9e362fbb55a8f4d1a3c1609cf0d2e7,2012-11-05 14:03:08,"(2012-08-01, 2013-01-01]"
4795,4795.0,1114c00ef2c92a05b9ecca422115235b5527d8f63c15bd191e84b880d756e4d4,2012-11-14 23:39:14,"(2012-08-01, 2013-01-01]"
4800,4800.0,c7a0505e110a9dcf55c2f3d38cb7ef102f490dee1338d4bd56834de0d7c04ec6,2012-12-06 14:09:28,"(2012-08-01, 2013-01-01]"
4807,4807.0,124eac8983f0472ee189a6328c9035ad635e705cd0493825654b0029746dccae,2012-10-14 20:56:04,"(2012-08-01, 2013-01-01]"
4808,4808.0,2a7dd867e964cffbbbe31cac69c046525a2c73ea545f22b6ceaa8b31cfd782c2,2012-09-03 00:18:58,"(2012-08-01, 2013-01-01]"
4822,4822.0,122224e07f2a2711c66edef24aadd6c41c70989cc5a1d4807ca694b2687b6f6d,2012-11-07 09:48:10,"(2012-08-01, 2013-01-01]"
4831,4831.0,1132fce8e01e75f7002a9c885e3e993d0957045a01494e38d24ef82d63d66025,2012-09-04 13:57:52,"(2012-08-01, 2013-01-01]"
4838,4838.0,11528fb007a913ac0708e62d5b3ad4465fe28d9b028bb2d263924e00ba038d77,2012-08-25 20:28:10,"(2012-08-01, 2013-01-01]"
4839,4839.0,e271b7ff86be465e00bc8677920df56d24e345d0dfb9a0d3262a1daeb3eec6a4,2012-10-12 13:52:06,"(2012-08-01, 2013-01-01]"
4843,4843.0,68e312782d17d127faee08f2fe6145d4769bb48e92f4a1722bac39fb55787969,2012-12-23 12:08:06,"(2012-08-01, 2013-01-01]"
4844,4844.0,e9979bf7774c90f6560a99ce1124ce38754b391b138466f7b2c326105b332903,2012-12-01 23:12:58,"(2012-08-01, 2013-01-01]"
4846,4846.0,03fe188d3a3912467d576786f445bf61b597b85e8a24a7be838c2a4694a3dfe9,2012-11-05 16:20:38,"(2012-08-01, 2013-01-01]"
4851,4851.0,124b38b2d8c0102fe4292441fdabe96a7f536044b0b1766c819f99624dc6eec2,2012-09-27 16:04:22,"(2012-08-01, 2013-01-01]"
4863,4863.0,0653274d51ae56680abe69bd6322489feecd5484d748317f3d359a2735f7faba,2012-11-24 11:32:04,"(2012-08-01, 2013-01-01]"
4866,4866.0,849df17406f6bfdc602a703b6bc433c10ea5c49aaf4246b6b5b0aba9954a4026,2012-08-14 11:16:16,"(2012-08-01, 2013-01-01]"
4881,4881.0,036c50ad5e0bb5b8c6af89b29b09246d99332071e5406ba710439dc6df1ce6c5,2012-08-27 18:46:44,"(2012-08-01, 2013-01-01]"
4896,4896.0,eb24dd87d7fcb299660eed34281699afe19a6fec9c5743be0433bcd9342301d3,2012-10-02 15:19:14,"(2012-08-01, 2013-01-01]"
4904,4904.0,11573ae51238571c377fed08e67891bc46070d196230600f6d79f0f7edea47fe,2012-12-03 17:14:14,"(2012-08-01, 2013-01-01]"
4905,4905.0,1205072d1e79b97f04da61ba1a2741d10d3762621ebcffe7dc13ee37759dc87a,2012-11-20 13:31:08,"(2012-08-01, 2013-01-01]"
4911,4911.0,031b98e05135a17e4cffbadf4d18364964f1c11955d14df692df0ed7b2832ce2,2012-08-08 12:49:24,"(2012-08-01, 2013-01-01]"
4917,4917.0,1118e208690393464db0d49dd2ddbce7630982187aa961c54c1a6ff0e10e5011,2012-08-01 23:21:58,"(2012-08-01, 2013-01-01]"
4922,4922.0,c9fdd5eef42691b4a427850600cb51994d0d049cfcedbdb84e6188c89fbc4c8d,2012-08-26 23:09:54,"(2012-08-01, 2013-01-01]"
4923,4923.0,e42de42dbff6b46879d2fb6dc8e89994947f2f1cc662eded45f4ebca8bd8c6ec,2012-09-28 04:09:34,"(2012-08-01, 2013-01-01]"
4939,4939.0,03f88e78a6a58997e2c57fa2c4687a28efa2cc37f025d94a0239113a8a379604,2012-08-06 15:34:56,"(2012-08-01, 2013-01-01]"
4942,4942.0,03c09e1de0d27118352133a4f8cbb501b39b8cdcc507d81b45190b8bb3e1a106,2012-08-31 08:42:20,"(2012-08-01, 2013-01-01]"
4943,4943.0,120b5dd9d8186c3f6edcbaa9e205679738c24ca45c784e97a5f4d3b08655258f,2012-11-13 22:51:34,"(2012-08-01, 2013-01-01]"
4955,4955.0,1234624264f69b335621f57d382eaa0abc79f1f66b927ab51ae10aaa98e67e95,2012-08-23 18:06:50,"(2012-08-01, 2013-01-01]"
4962,4962.0,90849021dd11a42af16ec81ace2be74996ed9d0cfd68c939155b88fc5a0e8ac0,2012-11-23 18:50:26,"(2012-08-01, 2013-01-01]"
4982,4982.0,b4c3663b4d9538ee78b3b02f5360d8523d49272c9a802e453f666695939ad378,2012-09-14 23:02:18,"(2012-08-01, 2013-01-01]"
4989,4989.0,031b079e9c8d6e69cd5d5705d3c8fb2facbef5cd849a8896c017e0c7d946dea5,2012-12-13 12:07:28,"(2012-08-01, 2013-01-01]"
4993,4993.0,43e00750e1c5fbdc928c891867532de6a8d48aa3adc2eb59650bee7444a539e0,2012-11-09 05:43:44,"(2012-08-01, 2013-01-01]"
4997,4997.0,030ad58f10dc0be4b93f78a47adbede0598ecbbf2f1fa270bd568a20de8e13cd,2012-10-16 17:05:04,"(2012-08-01, 2013-01-01]"
4998,4998.0,b51aa296670af4ca466ad0ef865bc3128921f9f9349f7ffb758d45a4acf94d30,2012-11-19 16:52:18,"(2012-08-01, 2013-01-01]"
5017,5017.0,0131e6f5cb73846be36a818a00b7aa8961d0f3e80fa088484b80bcee239511f1,2012-12-06 12:25:32,"(2012-08-01, 2013-01-01]"
5029,5029.0,03d0fec149b39b436fde2c6b713b0d98e7287e3dbe2ddafcd39df79922c1eed9,2012-11-09 12:42:26,"(2012-08-01, 2013-01-01]"
5048,5048.0,119df1f19027d0a6ec460c8bb900c44af557a41c019e834d066dda9fee3d07f7,2012-08-14 15:04:44,"(2012-08-01, 2013-01-01]"
5049,5049.0,0310ff05801e97e1f19b3fefcab768f00b8a59e091cf3724ade0603407ae9b16,2012-12-03 11:14:36,"(2012-08-01, 2013-01-01]"
5054,5054.0,d147f1de7e9156ce3c45a516acc0f804d3627885fd6e548d8e392573371bad40,2012-10-18 22:33:50,"(2012-08-01, 2013-01-01]"
5077,5077.0,032754d738e9dbc18466114722975d001af0f24d02c4973fd3e3e3587aa7148f,2012-12-29 02:36:30,"(2012-08-01, 2013-01-01]"
5078,5078.0,0372ae011920672839fabf9c5cff506a8dafb95827e52d04188e2ff046ca0149,2012-11-26 14:57:50,"(2012-08-01, 2013-01-01]"
5087,5087.0,03e21813bdd28d964da9544d4e46c5d0ad941dd72734b606ba6e16d5da0839e9,2012-09-25 21:32:46,"(2012-08-01, 2013-01-01]"
5089,5089.0,1895125835b23c064c64d6b56a58c69afa5759538fc238506ca13aaa4dc38d73,2012-10-18 19:08:30,"(2012-08-01, 2013-01-01]"
5098,5098.0,1158dd0fb802ab5b5d25e5398cca12b5424903342acb769b1d349561f7096cfb,2012-09-28 17:03:54,"(2012-08-01, 2013-01-01]"
5103,5103.0,485467b739c85f8f44f2d92ef3d4bc70bebbaad6680b6cea0d1872a861fb105d,2012-09-07 13:41:14,"(2012-08-01, 2013-01-01]"
5110,5110.0,bc0b5a19c704ad9ddcb5780348165db8b27dd7de9fb8239ddcf27697bbdc68bf,2012-09-16 13:00:56,"(2012-08-01, 2013-01-01]"
5134,5134.0,0426ea3ee38eba7b03f553a46d083349731ce0adcf2442b99253ff0e4b62f608,2012-09-17 17:18:52,"(2012-08-01, 2013-01-01]"
5135,5135.0,123db7a54d10e110529f38c4a1edd675317fdb9447094b332d3626294b134dc3,2012-12-17 17:38:46,"(2012-08-01, 2013-01-01]"
5148,5148.0,042fd1d50de8748ab37691080878fa22e068105578d50ede06919eeecef1e3b1,2012-08-07 16:40:12,"(2012-08-01, 2013-01-01]"
5166,5166.0,6ada6f643f191f3be3fcb25de970101289199b75b65621ce541dbad07131af56,2012-10-08 12:10:06,"(2012-08-01, 2013-01-01]"
5167,5167.0,111f072fe00df9074e5b993e6bfd9ccaebb317842ba96d20107252d2323c1e1f,2012-12-29 18:33:10,"(2012-08-01, 2013-01-01]"
5172,5172.0,a27c44108ccfa985a2ee7ae131735c09da76db9a705c3b17aa583081e80c9fa9,2012-10-16 15:33:08,"(2012-08-01, 2013-01-01]"
5175,5175.0,e8c0510f17bbbf04176c63de78556da263afaa2eb0416b3a25248cb7b78ca9f6,2012-12-06 15:49:50,"(2012-08-01, 2013-01-01]"
5181,5181.0,117f64b448017c9f3460eef37f45400e68efb9c0050a362f36f0d6c947ca1689,2012-09-25 13:06:48,"(2012-08-01, 2013-01-01]"
5199,5199.0,03448673dc8939cd2d5e97449daa9596bbe7df2015fa49ad5d704aca90fd0812,2012-12-19 10:43:34,"(2012-08-01, 2013-01-01]"
5211,5211.0,11857851f27e85bc153d8ca6f50f05fc4b00d24afdae9fa654451fe5893a7006,2012-09-28 15:01:52,"(2012-08-01, 2013-01-01]"
5222,5222.0,55a54557ffbf8b9fcccb0bd179543234da448065473d97782bebce1ed7404b13,2012-08-14 05:28:10,"(2012-08-01, 2013-01-01]"
5227,5227.0,0328c303edb99d9c209fd6abcedf0b814018e040ce380ecda98621f743a480c6,2012-10-01 13:47:24,"(2012-08-01, 2013-01-01]"
5241,5241.0,6593f517c3f5087b57af1d30668e417146aae877d2bdc132f5386a5fd12b5985,2012-09-21 12:01:30,"(2012-08-01, 2013-01-01]"
5243,5243.0,042ad0242ea504fa69e9f018f107570375744d45e4124aba5a76fb5e10a885ff,2012-10-08 20:06:08,"(2012-08-01, 2013-01-01]"
5251,5251.0,c4bd91b0f70e266e00b5c52a060275a57f156f14a1cee6acace0840a0657aa07,2012-10-25 20:15:02,"(2012-08-01, 2013-01-01]"
5259,5259.0,6fff236cdb5296df1201de15cda34793d3340d89d477c22b230e3419ed68bdaa,2012-10-02 01:23:00,"(2012-08-01, 2013-01-01]"
5260,5260.0,1115dc6224e9e1f2f3c58289c6dbf7d1ef9384fde279dd7274b3c0957cd69048,2012-11-22 17:51:44,"(2012-08-01, 2013-01-01]"
5277,5277.0,0384610a1e5a47ca0f75e6dfffa736187f2380b2462c64f78424ca1984fc0eb0,2012-10-08 16:36:56,"(2012-08-01, 2013-01-01]"
5286,5286.0,11a4f7e0261ecdd7abfa4005547042a4467efc13285d599c53d5ece069079f7b,2012-11-17 18:37:10,"(2012-08-01, 2013-01-01]"
5287,5287.0,115db3c41a58abe6ff3159c48aed22d9dd04f6748a6e259d498c013e693463c4,2012-08-03 06:16:28,"(2012-08-01, 2013-01-01]"
5309,5309.0,b8e50e79adcae33389f61bb56b91d7fe8af25f1c9032c835b782703f6021ca86,2012-09-22 22:54:46,"(2012-08-01, 2013-01-01]"
5337,5337.0,117a63d5f0c8def5ae92927a36aeb0ac42a17c159edb20dabc47f81bdbfae0a0,2012-10-30 17:49:12,"(2012-08-01, 2013-01-01]"
5339,5339.0,0407ef3a9621a8b877f355cadf1b015249f2bfabc59473ca22469fd6190edc50,2012-11-26 18:26:14,"(2012-08-01, 2013-01-01]"
5343,5343.0,031f9243b702c25aa407e2296693fd0250fc2d361d31945671b4fbb18758016d,2012-11-21 14:33:16,"(2012-08-01, 2013-01-01]"
5348,5348.0,bc040ba178e8cceff7b3414e9c8ec18e13399b9a1e9434cae108d3ace681fd00,2012-11-10 15:14:04,"(2012-08-01, 2013-01-01]"
5355,5355.0,90af02ec996d084a1796e53f7e4ab84f1953bfc5abf827dd0939915ac0f3c8ee,2012-10-08 16:46:38,"(2012-08-01, 2013-01-01]"
5367,5367.0,0424c3dea59608010a65e514dfdf9bf2f8e04153a16243f52404c6b1315c2046,2012-11-28 10:00:06,"(2012-08-01, 2013-01-01]"
5380,5380.0,11d5e6cc67c80ede4fd69f253166d57e7a9957d7585980f01e2f312ed71d3ab4,2012-12-11 10:39:54,"(2012-08-01, 2013-01-01]"
5386,5386.0,7e76535cd4e832aa926b94a9e8a3648c9983e74dff16747901b045bc44407688,2012-08-26 20:17:58,"(2012-08-01, 2013-01-01]"
5391,5391.0,9b7a95fad30d53412459784d98d89649bd4e083c73011546e562ca26cc61563e,2012-12-13 14:50:16,"(2012-08-01, 2013-01-01]"
5393,5393.0,79beaae6f0d04bb0250aaa5a362948848ca7a04eca8450f576eccfa550c65f00,2012-10-02 01:08:58,"(2012-08-01, 2013-01-01]"
5404,5404.0,66d6bf78be8fd5064e38419f1dde91059c6c05a2c47872372d204e1ed95765ec,2012-08-07 05:42:52,"(2012-08-01, 2013-01-01]"
5407,5407.0,934e37d906364be714d3099b050c374f04989c46dd4bec86d653ab9caa445878,2012-09-07 20:34:08,"(2012-08-01, 2013-01-01]"
5419,5419.0,03153c2c29ece04aab4b7baadeb9ff33e102ce02ebd5ef8a7698e5302c3ef24c,2012-09-27 14:37:56,"(2012-08-01, 2013-01-01]"
5431,5431.0,1230d184bfc009b23666cef150c62d53b3a6c89a15c3a0fb6d1a22fbe2ae1154,2012-12-12 15:43:04,"(2012-08-01, 2013-01-01]"
5433,5433.0,12089c1cd01229968b90df10d189a001fd7f75a33deab30028febe8ecac9c830,2012-11-08 08:39:46,"(2012-08-01, 2013-01-01]"
5434,5434.0,037ceda08547bbc735769612bf17b445888532f13b10507967d9374b7bd03352,2012-09-05 08:36:58,"(2012-08-01, 2013-01-01]"
5445,5445.0,02f6f5c6eab674e4f9faaf744956ed519b7eac3ccf1ffd1b691928a0f4510186,2012-09-21 13:59:22,"(2012-08-01, 2013-01-01]"
5446,5446.0,5a1202b7593f4936fef7f3a036991cae8cd732cc39824e2fa4e9256a13699792,2012-10-12 01:20:24,"(2012-08-01, 2013-01-01]"
5449,5449.0,b78bcf204e74e3fe23eb5b34ebd475b90a07f5b4475c9a65bf92e48e553f1474,2012-11-19 11:58:00,"(2012-08-01, 2013-01-01]"
5452,5452.0,03dfcd508407ae3a0d0fa9c8f005245bedfd46cff8f569c4a2ecaab455cfd91f,2012-09-18 08:50:06,"(2012-08-01, 2013-01-01]"
5465,5465.0,11f91c15d540fc2bf7907a41a646a4cb043fa32f2902c0e5e18698da8963e7ba,2012-11-13 11:33:32,"(2012-08-01, 2013-01-01]"
5472,5472.0,0a7ae13a64a1a7f184026afafaafba39171034759f8104b404e8219a695f92fa,2012-11-19 17:38:12,"(2012-08-01, 2013-01-01]"
5480,5480.0,03cff48b9d029a868924fb13cd31e96198c318fe55edab42b78c28d46e618c32,2012-12-04 17:57:48,"(2012-08-01, 2013-01-01]"
5484,5484.0,11c1ce5a8f9bbf4b6cf2a7f12f3ebc23af4ba3fb9a865a62c695f1028650d7e8,2012-09-28 22:50:00,"(2012-08-01, 2013-01-01]"
5488,5488.0,03e2e9069d1e1864f0d8093addc357e6851bbc2de179d958366f8fc96fbc4721,2012-12-11 21:59:56,"(2012-08-01, 2013-01-01]"
5510,5510.0,03bc4b37d1930d9da752e99d70ea470efa8bd4a2c3d9dfe7d013658ff735cc09,2012-11-13 17:58:28,"(2012-08-01, 2013-01-01]"
5520,5520.0,030fb4235bb0775b00ddc442a05507df86f9eb3a77db6f2f2c32ce1619429b5e,2012-11-14 16:06:58,"(2012-08-01, 2013-01-01]"
5533,5533.0,212c488fde70dfe21f42542943281906d16ae045770667a6fd613d703305b0e4,2012-10-08 14:28:30,"(2012-08-01, 2013-01-01]"
5536,5536.0,0404c6eaafd28972bc51b551cd05aa563f177d7c6304d3ba30403c8ba5923484,2012-10-12 20:32:10,"(2012-08-01, 2013-01-01]"
5539,5539.0,039e056c3d4d7ff038ec9da5a7f144c8ccc017884705d7d9fef802af77680b42,2012-12-18 08:41:18,"(2012-08-01, 2013-01-01]"
5540,5540.0,121baf85742082793b5841e2246f0a469ad28b9beb8120179d4a5493f6644ab9,2012-10-12 00:18:08,"(2012-08-01, 2013-01-01]"
5544,5544.0,03a54abac53c699f3a5c5b915687aba66727d8efdb69d5f03f43ca8bc03c2a07,2012-09-25 18:19:52,"(2012-08-01, 2013-01-01]"
5581,5581.0,8c6e224c5ad2737f22b63d8745af0861fcd57d13e81c035a31a8e36d5fc12820,2012-09-11 01:00:32,"(2012-08-01, 2013-01-01]"
5588,5588.0,1211708218fa84c6986dc2987bc24774497e814ac7dfc46730fb141fa6c35090,2012-12-19 13:51:54,"(2012-08-01, 2013-01-01]"
5590,5590.0,11c0d9ba3ff264eb70de16dc2599144b19ebfa88ef118425fc3b81c60d22d1eb,2012-12-05 15:47:42,"(2012-08-01, 2013-01-01]"
5599,5599.0,111e33144513aa2a203dd73af4a1d49b8669d40792a36b27414900b3c8ae6a1f,2012-11-09 18:51:00,"(2012-08-01, 2013-01-01]"
5615,5615.0,ea49acb7e2c96ca42bdb3eadeff964304b162e013cd565a706554ab1c6eda7a7,2012-10-01 18:01:22,"(2012-08-01, 2013-01-01]"
5640,5640.0,19dff23c9ce2eafbbae1250f13429fc65446252f6b4de35b0a1ac1b474200025,2012-12-07 12:19:22,"(2012-08-01, 2013-01-01]"
5651,5651.0,0397aaa7e3bdab078114e5e7d634940a184d75ea2181c752621e212095f8aa5e,2012-11-01 07:46:10,"(2012-08-01, 2013-01-01]"
5652,5652.0,a7bba0056d31e01a2a14ae1f00abe4c0c312bc423fef286d7fbeac2b545a54bd,2012-11-02 11:15:42,"(2012-08-01, 2013-01-01]"
5653,5653.0,03426d270547f043372bf2ba275f979d5565c5c3cd3c5237c94182b2c922eb14,2012-08-20 21:37:54,"(2012-08-01, 2013-01-01]"
5654,5654.0,48966bcfd9da4fc37b8badc2cf3b2b98eccabc3ef66587bea6589e3648ac483f,2012-12-18 12:32:38,"(2012-08-01, 2013-01-01]"
5658,5658.0,03abb02381804d4195195475cfd00090356e02c25517b42b47b69b62a15b7ec8,2012-10-19 17:06:12,"(2012-08-01, 2013-01-01]"
5661,5661.0,0360f9ad306ecf2c4103575bad77e37648138193e13592dcfe49b3ccc8281116,2012-11-04 23:00:50,"(2012-08-01, 2013-01-01]"
5667,5667.0,115ae50d15c1af35da61470920b48529fbe6e949b76fa9e91dc22e2ea8cc2fac,2012-08-24 18:22:04,"(2012-08-01, 2013-01-01]"
5671,5671.0,039dc45da4bf6edf0a3504a4953330c4760bdb077f853699859075c548ea11c2,2012-09-04 15:36:38,"(2012-08-01, 2013-01-01]"
5672,5672.0,03ab86ed4857d861f8c22dab3356b0a221c2e524e2cedc2ccf019064f3f13625,2012-12-06 14:11:40,"(2012-08-01, 2013-01-01]"
5675,5675.0,03ba1c4f96368d48ffe676425e6026a95a8ef4a198c3920a2bfa9f3c28497b89,2012-12-16 02:12:40,"(2012-08-01, 2013-01-01]"
5678,5678.0,33ec384f6c73080446b7df9aea18991bdafa841d3280649b817a61ef9a3895ea,2012-08-03 07:13:26,"(2012-08-01, 2013-01-01]"
5692,5692.0,11e46fd454f37e5bdf5a184648fbe45c3d288a47932641b6703e6ab13dd6e45f,2012-12-22 13:06:46,"(2012-08-01, 2013-01-01]"
5697,5697.0,222fb609d8dbb35031555b8ab77f6e7e78bd783a7eaed3edc4a19e21eee7874b,2012-08-22 14:50:14,"(2012-08-01, 2013-01-01]"
5704,5704.0,041d6cff72aeee5ad7e7a34d8c58514e89b388505e52a8ff17e0525cbedc24ee,2012-09-25 22:26:36,"(2012-08-01, 2013-01-01]"
5723,5723.0,0416dc94bfd6bed032b5349e7f9d760051924ffbdeafda4f07cd9f0fc319bea1,2012-11-22 21:13:18,"(2012-08-01, 2013-01-01]"
5733,5733.0,120df9a290d43dcbaebc03f0fb5c9aa04e8d2e99f87fdb3e5c725d07084a1601,2012-12-21 17:15:30,"(2012-08-01, 2013-01-01]"
5739,5739.0,032da627b70f5a68917fdfc58a96bca12d8c4f72ea45b5c66573e6bd3ac0b3b8,2012-08-30 08:46:16,"(2012-08-01, 2013-01-01]"
5744,5744.0,460245862a3d57302d4fb9434d5736a3bbaddf3adcf3a6074f2e057bad69e2c7,2012-10-17 21:57:16,"(2012-08-01, 2013-01-01]"
5748,5748.0,2b0340cf7e362f5736ead51da220d593ce5a70617145cf3b462ed450ec458d91,2012-10-07 15:26:00,"(2012-08-01, 2013-01-01]"
